,doc_id,sentence
2177,48,"     an opiate vapor, dewy, dim,"
2178,48,"     exhales from out her golden rim,"
2179,48,"     and, softly dripping, drop by drop,"
2180,48,"     upon the quiet mountain top,"
2181,48,     steals drowsily and musically
2182,48,"     into the universal valley,"
2183,48,     the rosemary nods upon the grave;
2184,48,     the lily lolls upon the wave;
2185,48,"     wrapping the fog about its breast,"
2186,48,     the ruin molders into rest;
2187,48,"     looking like lethe, see! the lake"
2188,48,"     a conscious slumber seems to take,"
2189,48,"     and would not, for the world, awake,"
2190,48,     all beauty sleeps!- and lo! where lies
2191,48,"     irene, with her destinies!"
2192,48,"     o, lady bright! can it be right-"
2193,48,     this window open to the night?
2194,48,"     the wanton airs, from the tree-top,"
2195,48,     laughingly through the lattice drop-
2196,48,"     the bodiless airs, a wizard rout,"
2197,48,"     flit through thy chamber in and out,"
2198,48,     and wave the curtain canopy
2199,48,     so fitfully- so fearfully-
2200,48,     above the closed and fringed lid
2201,48,"     'neath which thy slumb'ring soul lies hid,"
2202,48,"     that, o'er the floor and down the wall,"
2203,48,     like ghosts the shadows rise and fall!
2204,48,"     oh, lady dear, hast thou no fear?"
2205,48,     why and what art thou dreaming here?
2206,48,"     sure thou art come o'er far-off seas,"
2207,48,     a wonder to these garden trees!
2208,48,"     strange is thy pallor! strange thy dress,"
2209,48,"     strange, above all, thy length of tress,"
2210,48,     and this all solemn silentness!
2211,48,"     the lady sleeps! oh, may her sleep,"
2212,48,"     which is enduring, so be deep!"
2213,48,     heaven have her in its sacred keep!
2214,48,"     this chamber changed for one more holy,"
2215,48,"     this bed for one more melancholy,"
2216,48,     i pray to god that she may lie
2217,48,"     for ever with unopened eye,"
2218,48,     while the pale sheeted ghosts go by!
2219,48,"     my love, she sleeps! oh, may her sleep"
2220,48,"     as it is lasting, so be deep!"
2221,48,     soft may the worms about her creep!
2222,48,"     far in the forest, dim and old,"
2223,48,     for her may some tall vault unfold-
2224,48,     some vault that oft has flung its black
2225,48,"     and winged panels fluttering back,"
2226,48,"     triumphant, o'er the crested palls,"
2227,48,     of her grand family funerals-
2228,48,"     some sepulchre, remote, alone,"
2229,48,"     against whose portal she hath thrown,"
2230,48,"     in childhood, many an idle stone-"
2231,48,     some tomb from out whose sounding door
2232,48,"     she ne'er shall force an echo more,"
2233,48,"     thrilling to think, poor child of sin!"
2234,48,"     it was the dead who groaned within,"
2235,49,once it smiled a silent dell
2236,49,      where the people did not dwell;
2237,49,"      they had gone unto the wars,"
2238,49,"      trusting to the mild-eyed stars,"
2239,49,"      nightly, from their azure towers,"
2240,49,"      to keep watch above the flowers,"
2241,49,      in the midst of which all day
2242,49,"      the red sunlight lazily lay,"
2243,49,      now each visitor shall confess
2244,49,"      the sad valley's restlessness,"
2245,49,      nothing there is motionless-
2246,49,      nothing save the airs that brood
2247,49,"      over the magic solitude,"
2248,49,"      ah, by no wind are stirred those trees"
2249,49,      that palpitate like the chill seas
2250,49,      around the misty hebrides!
2251,49,"      ah, by no wind those clouds are driven"
2252,49,      that rustle through the unquiet heaven
2253,49,"      uneasily, from morn till even,"
2254,49,      over the violets there that lie
2255,49,      in myriad types of the human eye-
2256,49,      over the lilies there that wave
2257,49,      and weep above a nameless grave!
2258,49,"      they wave,- from out their fragrant tops"
2259,49,"      eternal dews come down in drops,"
2260,49,"      they weep,- from off their delicate stems"
2261,49,"      perennial tears descend in gems,"
2262,50,"sleep on, sleep on, another hour —"
2263,50,"i would not break so calm a sleep,"
2264,50,"to wake to sunshine and to show'r,"
2265,50,"to smile and weep,"
2266,50,"sleep on, sleep on, like sculptured thing,"
2267,50,"majestic, beautiful art thou;"
2268,50,sure seraph shields thee with his wing
2269,50,and fans thy brow —
2270,50,"we would not deem thee child of earth,"
2271,50,"for, o, angelic, is thy form!"
2272,50,"but, that in heav'n thou had'st thy birth,"
2273,50,where comes no storm
2274,50,"to mar the bright, the perfect flow'r,"
2275,50,but all is beautiful and still —
2276,50,and golden sands proclaim the hour
2277,50,"which brings no ill,"
2278,50,"sleep on, sleep on, some fairy dream"
2279,50,perchance is woven in thy sleep —
2280,50,"but, o, thy spirit, calm, serene,"
2281,50,"must wake to weep,"
2282,51,i saw thee on thy bridal day-
2283,51,"     when a burning blush came o'er thee,"
2284,51,"   though happiness around thee lay,"
2285,51,"     the world all love before thee,"
2286,51,   and in thine eye a kindling light
2287,51,     whatever it might be
2288,51,   was all on earth my aching sight
2289,51,"     of loveliness could see,"
2290,51,"   that blush, perhaps, was maiden shame-"
2291,51,     as such it well may pass-
2292,51,   though its glow hath raised a fiercer flame
2293,51,"     in the breast of him, alas!"
2294,51,"   who saw thee on that bridal day,"
2295,51,"     when that deep blush would come o'er thee,"
2296,51,   though happiness around thee lay;
2297,51,"     the world all love before thee,"
2298,52,"the bowers whereat, in dreams, i see"
2299,52,"       the wantonest singing birds,"
2300,52,     are lips- and all thy melody
2301,52,       of lip-begotten words-
2302,52,"     thine eyes, in heaven of heart enshrined,"
2303,52,"       then desolately fall,"
2304,52,     o god! on my funereal mind
2305,52,       like starlight on a pall-
2306,52,"    thy heart- thy heart!- i wake and sigh,"
2307,52,       and sleep to dream till day
2308,52,     of the truth that gold can never buy-
2309,52,"       of the baubles that it may,"
2310,53,"not long ago, the writer of these lines,"
2311,53,"     in the mad pride of intellectuality,"
2312,53,     maintained the power of words- denied that ever
2313,53,     a thought arose within the human brain
2314,53,"     beyond the utterance of the human tongue,"
2315,53,"     and now, as if in mockery of that boast,"
2316,53,     two words- two foreign soft dissyllables-
2317,53,"     italian tones, made only to be murmured"
2318,53,     by angels dreaming in the moonlit dew
2319,53,"     that hangs like chains of pearl on hermon hill,"
2320,53,"     have stirred from out the abysses of his heart,"
2321,53,"     unthought-like thoughts that are the souls of thought,"
2322,53,"     richer, far wilder, far diviner visions"
2323,53,"     than even seraph harper, israfel,"
2324,53,"     who has the sweetest voice of all god's creatures,"
2325,53,"     could hope to utter, and i! my spells are broken,"
2326,53,"     the pen falls powerless from my shivering hand,"
2327,53,"     with thy dear name as text, though bidden by thee,"
2328,53,     i cannot write- i cannot speak or think-
2329,53,"     alas, i cannot feel; for 'tis not feeling,"
2330,53,     this standing motionless upon the golden
2331,53,"     threshold of the wide-open gate of dreams,"
2332,53,"     gazing, entranced, adown the gorgeous vista,"
2333,53,"     and thrilling as i see, upon the right,"
2334,53,"     upon the left, and all the way along,"
2335,53,"     amid empurpled vapors, far away"
2336,53,"     to where the prospect terminates- thee only,"
2337,54,beloved! amid the earnest woes
2338,54,        that crowd around my earthly path-
2339,54,"      drear path, alas! where grows"
2340,54,      not even one lonely rose-
2341,54,        my soul at least a solace hath
2342,54,"      in dreams of thee, and therein knows"
2343,54,"      an eden of bland repose,"
2344,54,      and thus thy memory is to me
2345,54,        like some enchanted far-off isle
2346,54,      in some tumultuous sea-
2347,54,      some ocean throbbing far and free
2348,54,        with storms- but where meanwhile
2349,54,      serenest skies continually
2350,54,"      just o'er that one bright island smile,"
2351,55,thou wouldst be loved?- then let thy heart
2352,55,             from its present pathway part not!
2353,55,"           being everything which now thou art,"
2354,55,"             be nothing which thou art not,"
2355,55,"           so with the world thy gentle ways,"
2356,55,"             thy grace, thy more than beauty,"
2357,55,"           shall be an endless theme of praise,"
2358,55,"             and love- a simple duty,"
2359,56,"i saw thee once- once only- years ago,"
2360,56,"i must not say how many- but not many,"
2361,56,it was a july midnight; and from out
2362,56,"a full-orbed moon, that, like thine own soul, soaring,"
2363,56,"sought a precipitate pathway up through heaven,"
2364,56,"there fell a silvery-silken veil of light,"
2365,56,"with quietude, and sultriness, and slumber,"
2366,56,upon the upturned faces of a thousand
2367,56,"roses that grew in an enchanted garden,"
2368,56,"where no wind dared to stir, unless on tiptoe-"
2369,56,fell on the upturn'd faces of these roses
2370,56,"that gave out, in return for the love-light,"
2371,56,their odorous souls in an ecstatic death-
2372,56,fell on the upturn'd faces of these roses
2373,56,"that smiled and died in this parterre, enchanted"
2374,56,"by thee, and by the poetry of thy presence,"
2375,56,"clad all in white, upon a violet bank"
2376,56,i saw thee half reclining; while the moon
2377,56,"fell on the upturn'd faces of the roses,"
2378,56,"and on thine own, upturn'd- alas, in sorrow!"
2379,56,"was it not fate, that, on this july midnight-"
2380,56,"was it not fate, whose name is also sorrow,"
2381,56,"that bade me pause before that garden-gate,"
2382,56,to breathe the incense of those slumbering roses?
2383,56,"no footstep stirred, the hated world an slept,"
2384,56,"save only thee and me, oh, heaven!- oh, god!"
2385,56,how my heart beats in coupling those two words!
2386,56,"save only thee and me, i paused- i looked-"
2387,56,"and in an instant all things disappeared,"
2388,56,"ah, bear in mind this garden was enchanted!"
2389,56,"the pearly lustre of the moon went out,"
2390,56,"the mossy banks and the meandering paths,"
2391,56,"the happy flowers and the repining trees,"
2392,56,"were seen no more, the very roses' odors"
2393,56,"died in the arms of the adoring airs,"
2394,56,"all- all expired save thee- save less than thou,"
2395,56,save only the divine light in thine eyes-
2396,56,"save but the soul in thine uplifted eyes,"
2397,56,i saw but them- they were the world to me!
2398,56,"i saw but them- saw only them for hours,"
2399,56,"saw only them until the moon went down,"
2400,56,what wild heart-histories seemed to he enwritten
2401,56,"upon those crystalline, celestial spheres!"
2402,56,"how dark a woe, yet how sublime a hope!"
2403,56,how silently serene a sea of pride!
2404,56,how daring an ambition; yet how deep-
2405,56,how fathomless a capacity for love!
2406,56,"but now, at length, dear dian sank from sight,"
2407,56,into a western couch of thunder-cloud;
2408,56,"and thou, a ghost, amid the entombing trees"
2409,56,"didst glide away, only thine eyes remained;"
2410,56,they would not go- they never yet have gone;
2411,56,"lighting my lonely pathway home that night,"
2412,56,they have not left me as my hopes have since;
2413,56,"they follow me- they lead me through the years,"
2414,56,"they are my ministers- yet i their slave,"
2415,56,their office is to illumine and enkindle-
2416,56,"my duty, to be saved by their bright light,"
2417,56,"and purified in their electric fire,"
2418,56,"and sanctified in their elysian fire,"
2419,56,"they fill my soul with beauty which is hope,"
2420,56,and are far up in heaven- the stars i kneel to
2421,56,"in the sad, silent watches of my night;"
2422,56,while even in the meridian glare of day
2423,56,i see them still- two sweetly scintillant
2424,56,"venuses, unextinguished by the sun!"
2425,57,"helen, thy beauty is to me"
2426,57,"        like those nicean barks of yore,"
2427,57,"      that gently, o'er a perfumed sea,"
2428,57,"        the weary, wayworn wanderer bore"
2429,57,"        to his own native shore,"
2430,57,"      on desperate seas long wont to roam,"
2431,57,"        thy hyacinth hair, thy classic face,"
2432,57,      thy naiad airs have brought me home
2433,57,        to the glory that was greece
2434,57,"      and the grandeur that was rome,"
2435,57,      lo! in yon brilliant window-niche
2436,57,"        how statue-like i see thee stand,"
2437,57,        the agate lamp within thy hand!
2438,57,"      ah, psyche, from the regions which"
2439,57,        are holy land!
2440,58,o! i care not that my earthly lot
2441,58,"       hath little of earth in it,"
2442,58,     that years of love have been forgot
2443,58,"       in the fever of a minute,"
2444,58,     i heed not that the desolate
2445,58,"       are happier, sweet, than i,"
2446,58,     but that you meddle with my fate
2447,58,"       who am a passer by,"
2448,58,     it is not that my founts of bliss
2449,58,       are gushing- strange! with tears-
2450,58,     or that the thrill of a single kiss
2451,58,       hath palsied many years-
2452,58,     'tis not that the flowers of twenty springs
2453,58,       which have wither'd as they rose
2454,58,     lie dead on my heart-strings
2455,58,"       with the weight of an age of snows,"
2456,58,     not that the grass- o! may it thrive!
2457,58,       on my grave is growing or grown-
2458,58,"     but that, while i am dead yet alive"
2459,58,"       i cannot be, lady, alone,"
2460,59,of all who hail thy presence as the morning-
2461,59,    of all to whom thine absence is the night-
2462,59,    the blotting utterly from out high heaven
2463,59,"    the sacred sun- of all who, weeping, bless thee"
2464,59,"    hourly for hope- for life- ah! above all,"
2465,59,    for the resurrection of deep-buried faith
2466,59,    in truth- in virtue- in humanity-
2467,59,"    of all who, on despair's unhallowed bed"
2468,59,"    lying down to die, have suddenly arisen"
2469,59,"    at thy soft-murmured words, let there be light!"
2470,59,    at the soft-murmured words that were fulfilled
2471,59,    in the seraphic glancing of thine eyes-
2472,59,    of all who owe thee most- whose gratitude
2473,59,"    nearest resembles worship- oh, remember"
2474,59,"    the truest- the most fervently devoted,"
2475,59,    and think that these weak lines are written by him-
2476,59,"    by him who, as he pens them, thrills to think"
2477,59,"    his spirit is communing with an angel's,"
2478,60,"because i feel that, in the heavens above,"
2479,60,"     the angels, whispering to one another,"
2480,60,"   can find, among their burning terms of love,"
2481,60,"     none so devotional as that of mother,"
2482,60,   therefore by that dear name i long have called you-
2483,60,"     you who are more than mother unto me,"
2484,60,"   and fill my heart of hearts, where death installed you"
2485,60,"     in setting my virginia's spirit free,"
2486,60,"   my mother- my own mother, who died early,"
2487,60,     was but the mother of myself; but you
2488,60,"   are mother to the one i loved so dearly,"
2489,60,     and thus are dearer than the mother i knew
2490,60,   by that infinity with which my wife
2491,60,"     was dearer to my soul than its soul-life,"
2492,61,seraph! thy memory is to me
2493,61,like some enchanted far-off isle
2494,61,in some tumultuous sea -
2495,61,some ocean vexed as it may be
2496,61,"with storms; but where, meanwhile,"
2497,61,serenest skies continually
2498,61,"just o'er that one bright island smile,"
2499,61,for 'mid the earnest cares and woes
2500,61,"that crowd around my earthly path,"
2501,61,"sad path, alas, where grows"
2502,61,not even one lonely rose!
2503,61,my soul at least a solace hath
2504,61,in dreams of thee; and therein knows
2505,61,"an eden of bland repose,"
2506,62,"thou wast all that to me, love,"
2507,62,        for which my soul did pine-
2508,62,"      a green isle in the sea, love,"
2509,62,"        a fountain and a shrine,"
2510,62,"      all wreathed with fairy fruits and flowers,"
2511,62,"        and all the flowers were mine,"
2512,62,"      ah, dream too bright to last!"
2513,62,"        ah, starry hope! that didst arise"
2514,62,      but to be overcast!
2515,62,"        a voice from out the future cries,"
2516,62,      on! on!- but o'er the past
2517,62,        dim gulf! my spirit hovering lies
2518,62,"      mute, motionless, aghast!"
2519,62,"      for, alas! alas! me"
2520,62,        the light of life is o'er!
2521,62,        no more- no more- no more-
2522,62,      such language holds the solemn sea
2523,62,        to the sands upon the shore
2524,62,      shall bloom the thunder-blasted tree
2525,62,        or the stricken eagle soar!
2526,62,"      and all my days are trances,"
2527,62,        and all my nightly dreams
2528,62,"      are where thy grey eye glances,"
2529,62,        and where thy footstep gleams-
2530,62,"      in what ethereal dances,"
2531,62,"        by what eternal streams,"
2532,63,"fair river! in thy bright, clear flow"
2533,63,"       of crystal, wandering water,"
2534,63,     thou art an emblem of the glow
2535,63,         of beauty- the unhidden heart-
2536,63,         the playful maziness of art
2537,63,     in old alberto's daughter;
2538,63,     but when within thy wave she looks-
2539,63,"       which glistens then, and trembles-"
2540,63,"     why, then, the prettiest of brooks"
2541,63,       her worshipper resembles;
2542,63,"     for in his heart, as in thy stream,"
2543,63,       her image deeply lies-
2544,63,     his heart which trembles at the beam
2545,63,"       of her soul-searching eyes,"
2546,64,the skies they were ashen and sober;
2547,64,     the leaves they were crispéd and sere--
2548,64,    the leaves they were withering and sere;
2549,64,  it was night in the lonesome october
2550,64,    of my most immemorial year;
2551,64,"  it was hard by the dim lake of auber,"
2552,64,    in the misty mid region of weir--
2553,64,"  it was down by the dank tarn of auber,"
2554,64,"     in the ghoul-haunted woodland of weir,"
2555,64," here once, through an alley titanic,"
2556,64,"   of cypress, i roamed with my soul--"
2557,64,"   of cypress, with psyche, my soul,"
2558,64, these were days when my heart was volcanic
2559,64,   as the scoriac rivers that roll--
2560,64,   as the lavas that restlessly roll
2561,64,  their sulphurous currents down yaanek
2562,64,   in the ultimate climes of the pole--
2563,64, that groan as they roll down mount yaanek
2564,64,"   in the realms of the boreal pole,"
2565,64," our talk had been serious and sober,"
2566,64,   but our thoughts they were palsied and sere--
2567,64,   our memories were treacherous and sere--
2568,64," for we knew not the month was october,"
2569,64,   and we marked not the night of the year--
2570,64,"   ah, night of all nights in the year!"
2571,64, we noted not the dim lake of auber--
2572,64,   though once we had journeyed down here--
2573,64," we remembered not the dank tarn of auber,"
2574,64,"    nor the ghoul-haunted woodland of weir,"
2575,64," and now, as the night was senescent"
2576,64,   and star-dials pointed to morn--
2577,64,   as the star-dials hinted of morn--
2578,64, at the end of our path a liquescent
2579,64,"   and nebulous lustre was born,"
2580,64, out of which a miraculous crescent
2581,64,   arose with a duplicate horn--
2582,64, astarte's bediamonded crescent
2583,64,"   distinct with its duplicate horn,"
2584,64," and i said--she is warmer than dian,"
2585,64,   she rolls through an ether of sighs--
2586,64,"   she revels in a region of sighs,"
2587,64, she has seen that the tears are not dry on
2588,64,"   these cheeks, where the worm never dies,"
2589,64, and has come past the stars of the lion
2590,64,   to point us the path to the skies--
2591,64,   to the lethean peace of the skies--
2592,64," come up, in despite of the lion,"
2593,64,   to shine on us with her bright eyes--
2594,64," come up through the lair of the lion,"
2595,64,"   with love in her luminous eyes,"
2596,64," but psyche, uplifting her finger,"
2597,64,   said--sadly this star i mistrust--
2598,64,"   her pallor i strangely mistrust,--"
2599,64," oh, hasten! oh, let us not linger!"
2600,64,"   oh, fly!--let us fly!--for we must,"
2601,64," in terror she spoke, letting sink her"
2602,64,   wings till they trailed in the dust--
2603,64," in agony sobbed, letting sink her"
2604,64,   plumes till they trailed in the dust--
2605,64,"   till they sorrowfully trailed in the dust,"
2606,64," i replied--this is nothing but dreaming,"
2607,64,   let us on by this tremulous light!
2608,64,   let us bathe in this crystalline light!
2609,64, its sybilic splendor is beaming
2610,64,"   with hope and in beauty to-night,--"
2611,64,   see!--it flickers up the sky through the night!
2612,64," ah, we safely may trust to its gleaming,"
2613,64,   and be sure it will lead us aright--
2614,64, we safely may trust to a gleaming
2615,64,"   that cannot but guide us aright,"
2616,64,"   since it flickers up to heaven through the night,"
2617,64," thus i pacified psyche and kissed her,"
2618,64,   and tempted her out of her gloom--
2619,64,"   and conquered her scruples and gloom,"
2620,64," and we passed to the end of the vista,"
2621,64,   but were stopped by the door of a tomb--
2622,64,   by the door of a legended tomb;
2623,64," and i said--what is written, sweet sister,"
2624,64,   on the door of this legended tomb?
2625,64,   she replied--ulalume--ulalume--
2626,64,   'tis the vault of thy lost ulalume!
2627,64, then my heart it grew ashen and sober
2628,64,   as the leaves that were crispèd and sere--
2629,64,"   as the leaves that were withering and sere,"
2630,64, and i cried--it was surely october
2631,64,   on this very night of last year
2632,64,   that i journeyed--i journeyed down here--
2633,64,   that i brought a dread burden down here--
2634,64,"   on this night of all nights in the year,"
2635,64,"   oh, what demon has tempted me here?"
2636,64," well i know, now, this dim lake of auber--"
2637,64,   this misty mid region of weir--
2638,64," well i know, now, this dank tarn of auber--"
2639,64,"   in the ghoul-haunted woodland of weir,"
2640,64," said we, then--the two, then--ah, can it"
2641,64,   have been that the woodlandish ghouls--
2642,64,"   the pitiful, the merciful ghouls--"
2643,64, to bar up our way and to ban it
2644,64,   from the secret that lies in these wolds--
2645,64,    from the thing that lies hidden in these wolds--
2646,64, had drawn up the spectre of a planet
2647,64,   from the limbo of lunary souls--
2648,64, this sinfully scintillant planet
2649,64,   from the hell of the planetary souls?
